0.025000 0.000000
0.075000 0.000000
0.125000 0.000000
0.175000 0.000000
0.225000 0.000000
0.275000 0.000000
0.325000 0.000000
0.375000 0.000000
0.425000 0.000000
0.475000 0.000000
0.525000 0.000000
0.575000 0.000000
0.625000 0.000000
0.675000 0.000000
0.725000 0.000000
0.775000 0.000000
0.825000 0.000000
0.875000 0.000000
0.925000 0.000000
0.975000 0.000000
1.025000 0.000000
1.075000 0.000000
1.125000 0.000000
1.175000 0.000000
1.225000 0.000000
1.275000 0.000000
1.325000 0.000000
1.375000 0.000000
1.425000 0.000000
1.475000 0.000000
1.525000 0.000000
1.575000 0.000000
1.625000 0.000000
1.675000 0.000000
1.725000 0.000000
1.775000 0.000000
1.825000 0.000000
1.875000 0.000000
1.925000 0.004423
1.975000 0.000000
2.025000 0.000000
2.075000 0.000000
2.125000 0.000000
2.175000 0.000000
2.225000 0.000000
2.275000 0.000000
2.325000 0.000951
2.375000 0.000000
2.425000 0.000000
2.475000 0.000000
2.525000 0.000000
2.575000 0.000000
2.625000 0.000000
2.675000 0.000000
2.725000 0.000000
2.775000 0.000000
2.825000 0.005400
2.875000 0.000000
2.925000 0.003552
2.975000 0.000000
3.025000 0.005509
3.075000 0.005373
3.125000 0.003966
3.175000 0.000000
3.225000 0.000000
3.275000 0.001128
3.325000 0.000000
3.375000 0.003998
3.425000 0.006664
3.475000 0.005549
3.525000 0.000316
3.575000 0.006409
3.625000 0.004938
3.675000 0.005995
3.725000 0.000000
3.775000 0.001382
3.825000 0.003061
3.875000 0.003761
3.925000 0.007808
3.975000 0.014327
4.025000 0.005399
4.075000 0.015235
4.125000 0.002528
4.175000 0.006996
4.225000 0.006938
4.275000 0.021063
4.325000 0.020560
4.375000 0.018446
4.425000 0.020449
4.475000 0.022940
4.525000 0.025231
4.575000 0.023983
4.625000 0.029057
4.675000 0.007499
4.725000 0.030955
4.775000 0.032417
4.825000 0.032514
4.875000 0.039129
4.925000 0.006224
4.975000 0.040964
5.025000 0.045536
5.075000 0.043289
5.125000 0.046890
5.175000 0.047143
5.225000 0.053898
5.275000 0.056242
5.325000 0.056981
5.375000 0.060862
5.425000 0.062693
5.475000 0.063108
5.525000 0.069720
5.575000 0.076084
5.625000 0.079567
5.675000 0.079807
5.725000 0.081382
5.775000 0.083844
5.825000 0.087103
5.875000 0.096053
5.925000 0.097971
5.975000 0.099791
6.025000 0.103816
6.075000 0.114326
6.125000 0.111045
6.175000 0.116744
6.225000 0.123657
6.275000 0.126367
6.325000 0.135048
6.375000 0.139724
6.425000 0.141102
6.475000 0.150228
6.525000 0.154249
6.575000 0.158570
6.625000 0.166845
6.675000 0.175340
6.725000 0.182587
6.775000 0.182577
6.825000 0.194466
6.875000 0.198897
6.925000 0.204302
6.975000 0.217225
7.025000 0.211250
7.075000 0.227456
7.125000 0.238821
7.175000 0.252664
7.225000 0.254142
7.275000 0.267609
7.325000 0.281478
7.375000 0.278667
7.425000 0.298177
7.475000 0.296663
7.525000 0.305649
7.575000 0.319472
7.625000 0.341483
7.675000 0.344017
7.725000 0.349547
7.775000 0.373218
7.825000 0.373175
7.875000 0.391478
7.925000 0.411250
7.975000 0.426047
8.025000 0.453512
8.075000 0.459853
8.125000 0.489543
8.175000 0.499535
8.225000 0.527637
8.275000 0.536194
8.325000 0.584209
8.375000 0.576996
8.425000 0.603592
8.475000 0.637894
8.525000 0.650986
8.575000 0.678635
8.625000 0.731216
8.675000 0.736496
8.725000 0.814032
8.775000 0.832251
8.825000 0.823272
8.875000 0.890100
8.925000 0.951481
8.975000 0.993574
9.025000 1.035405
9.075000 1.088142
9.125000 1.156736
9.175000 1.258064
9.225000 1.306195
9.275000 1.450322
9.325000 1.500939
9.375000 1.673991
9.425000 1.771310
9.475000 2.031117
9.525000 2.215939
9.575000 2.432814
9.625000 2.677190
9.675000 2.768461
9.725000 4.058334
9.775000 4.090504
9.825000 4.712892
9.875000 6.066252
9.925000 9.772848
9.975000 21.654130
