1.000000 0.000000
1.500000 0.000000
2.000000 0.000000
2.500000 0.000018
3.000000 0.000120
3.500000 0.000512
4.000000 0.001570
4.500000 0.003932
5.000000 0.007663
5.500000 0.015699
6.000000 0.026922
6.500000 0.044597
7.000000 0.073401
7.500000 0.122258
8.000000 0.204444
8.500000 0.353786
9.000000 0.662884
9.100000 0.782216
9.200000 0.899523
9.300000 1.089138
9.400000 1.338499
9.500000 1.622279
9.600000 2.119222
9.700000 2.846621
9.800000 4.434454
9.900000 9.037339
9.900000 9.014461
9.925000 12.883909
9.950000 18.935336
9.975000 32.740787
