1.000000 0.109270
1.500000 0.175153
2.000000 0.249498
2.500000 0.332150
3.000000 0.424373
3.500000 0.537027
4.000000 0.665063
4.500000 0.819955
5.000000 1.000292
5.500000 1.218573
6.000000 1.502687
6.500000 1.849196
7.000000 2.326599
7.500000 2.985035
8.000000 3.958421
8.500000 5.565765
9.000000 8.777400
9.100000 9.809169
9.200000 11.308357
9.300000 13.048896
9.400000 15.137130
9.500000 18.360403
9.600000 22.782225
9.700000 30.692022
9.800000 46.003151
9.900000 84.178618
9.900000 85.671363
9.925000 104.243509
9.950000 153.831904
9.975000 233.226749
